file_path,dataset,speaker_id,ground_truth_raw,ground_truth_4class,e2v_raw,e2v_4class,e2v_correct,e2v_conf_top,mean_f0,std_f0,min_f0,max_f0,energy,speech_rate
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_ITS_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,154.41831554246173,49.316899375352484,75.64461892750724,235.29948255170746,0.018965408205986023,0.3958333333333333
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_ITS_SAD_XX.wav,cremad,1001,sad,sad,SAD,sad,True,,119.28858802877548,49.65214154502183,75.89333699089221,361.3821563121192,0.010317848064005375,0.33460076045627374
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWL_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,137.30168418660676,17.647386981142922,87.20220502406775,167.56853468348035,0.0558127798140049,0.476038338658147
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWL_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,221.18338597626536,83.94195630549125,163.29618599048183,597.0932542991272,0.04136687517166138,0.37681159420289856
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWL_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,140.9339460928648,57.101581908456616,99.95820275146377,356.66727621542935,0.028702685609459877,0.4035714285714286
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWL_SAD_XX.wav,cremad,1001,sad,sad,SAD,sad,True,,112.47026610475515,43.32922625314699,75.52209162191967,245.85981442746356,0.012567208148539066,0.5035714285714286
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWW_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,230.5721885017373,140.0218512021108,111.51808222235215,500.49559674131314,0.02549808844923973,0.22321428571428573
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWW_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,126.34025735200326,26.784522315971582,78.80429653818248,173.73122394924155,0.025148656219244003,0.29533678756476683
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWW_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,187.33315815560002,133.80592456926612,75.54927134979529,508.16549901882007,0.017033079639077187,0.30493273542600896
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_IWW_SAD_XX.wav,cremad,1001,sad,sad,SAD,sad,True,,101.60939411361089,29.18993200494938,74.98533183794098,222.2257657924793,0.010678797960281372,0.275
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_MTI_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,124.31341140297988,13.455375010410187,90.1242026107407,154.04803492104958,0.043664269149303436,0.43097643097643096
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_MTI_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,192.8675158084724,96.91703815512426,129.76089271211606,590.2520026983889,0.05184745043516159,0.3948497854077253
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_MTI_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,126.15361647897058,29.991263571044392,76.77053168824692,252.34009564591932,0.028753992170095444,0.4933920704845815
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_MTI_SAD_XX.wav,cremad,1001,sad,sad,SAD,sad,True,,129.40324621125532,81.12492406145223,83.88406152935792,538.8855575291041,0.016268836334347725,0.46255506607929514
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TAI_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,149.17918117731335,51.32500405124603,94.09402237219633,449.40801921076974,0.0460701547563076,0.32608695652173914
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TAI_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,198.90327121396956,116.3715887930641,116.09602026029066,495.4071163060533,0.03178176283836365,0.3319838056680162
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TAI_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,108.05936165710791,13.533296488754468,75.43912084311978,126.82293238214227,0.01807081699371338,0.308300395256917
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TAI_SAD_XX.wav,cremad,1001,sad,sad,FEARFUL,fearful,False,,108.63207772579564,32.87261686532176,75.25200244402815,232.59955397902982,0.010772950015962124,0.296028880866426
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TIE_ANG_XX.wav,cremad,1001,angry,angry,DISGUSTED,disgusted,False,,117.10654144805116,64.72804824100253,79.72496239543477,530.3332491714618,0.022214988246560097,0.28338762214983715
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TIE_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,160.9414462976907,21.5753272843863,101.56240381672274,200.88941237985006,0.041957639157772064,0.29955947136563876
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TIE_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,114.3664887247344,16.253784264344436,97.62812597326825,232.47124620277768,0.016164112836122513,0.276
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TIE_SAD_XX.wav,cremad,1001,sad,sad,FEARFUL,fearful,False,,99.92020444143857,23.467328903619585,74.97422369682461,221.94113038322593,0.009108398109674454,0.2633333333333333
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TSI_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,163.98273340549378,17.96081375670218,123.90707147852586,184.9641251048686,0.044455502182245255,0.2550607287449393
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TSI_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,208.2507650727297,40.573417207100206,138.0199174609285,255.85654759930088,0.03991912677884102,0.22535211267605634
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TSI_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,173.81072300674077,124.22819042524249,98.03533920584772,581.419375769503,0.018056822940707207,0.2916666666666667
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_TSI_SAD_XX.wav,cremad,1001,sad,sad,FEARFUL,fearful,False,,144.3890682854813,56.52565924492102,75.04512712327019,261.28062046243525,0.011872057802975178,0.25101214574898784
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_WSI_ANG_XX.wav,cremad,1001,angry,angry,ANGRY,angry,True,,160.07943873678767,85.34715760681414,90.46334017766425,490.49142540529533,0.04098719358444214,0.31851851851851853
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_WSI_HAP_XX.wav,cremad,1001,happy,happy,HAPPY,happy,True,,175.88048119568558,28.96370890866311,81.00663260608194,213.9649518468223,0.048806481063365936,0.36607142857142855
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_WSI_NEU_XX.wav,cremad,1001,neutral,neutral,NEUTRAL,neutral,True,,115.70937112307959,14.785294447745903,76.69621759706563,141.09636396849262,0.020649634301662445,0.3037037037037037
G:\SpeechProcessing\CREMA-D\AudioWAV\1001_WSI_SAD_XX.wav,cremad,1001,sad,sad,DISGUSTED,disgusted,False,,124.6467319838347,28.98457777324999,75.20442126103991,192.2443411305376,0.013010184280574322,0.16956521739130434
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_DFA_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,406.28117063460616,29.484238066383913,313.87621918896735,486.1669494420299,0.06944939494132996,0.36363636363636365
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_DFA_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,341.30975456626066,57.99407683355634,205.71911257428886,421.1957334864778,0.021394409239292145,0.3271889400921659
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_DFA_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,192.06023761626327,63.20922660114541,75.17604099452898,272.29391235135347,0.008967599831521511,0.3603238866396761
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_DFA_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,185.8839096254881,54.29465494560404,76.2128119118518,252.4490394576271,0.006857899948954582,0.33905579399141633
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_ANG_HI.wav,cremad,1002,angry,angry,ANGRY,angry,True,,292.0641620468042,93.49771067517685,209.81906825585358,485.4045515662084,0.02460402622818947,0.1925925925925926
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_ANG_LO.wav,cremad,1002,angry,angry,ANGRY,angry,True,,369.8344646619676,84.11032163608759,237.21616102510308,468.7513115698451,0.04119842126965523,0.2616033755274262
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_ANG_MD.wav,cremad,1002,angry,angry,ANGRY,angry,True,,333.1081188655788,109.36839114141414,223.41273721485152,594.9193210044425,0.037375424057245255,0.2564102564102564
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_HAP_HI.wav,cremad,1002,happy,happy,HAPPY,happy,True,,257.88061527706884,34.336871047720884,219.22417226028426,348.6827017905652,0.0301738940179348,0.20242914979757085
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_HAP_LO.wav,cremad,1002,happy,happy,HAPPY,happy,True,,176.65659496983474,59.228161811687194,75.28694707200238,255.56804886692714,0.010758953168988228,0.39285714285714285
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_HAP_MD.wav,cremad,1002,happy,happy,HAPPY,happy,True,,201.77836548427814,46.769343186702734,75.06103611657939,271.16653954617846,0.013976390473544598,0.27802690582959644
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,193.52717747796902,63.57582006965906,80.58341515397606,276.5006008122185,0.00809425674378872,0.383399209486166
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_SAD_HI.wav,cremad,1002,sad,sad,SAD,sad,True,,141.03335747072788,55.39665294154808,75.51914932511241,263.04822677953433,0.005190461408346891,0.3592592592592593
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_SAD_LO.wav,cremad,1002,sad,sad,SAD,sad,True,,180.6022812132836,51.02427312469233,76.76364584037773,254.79325804689245,0.005192543379962444,0.2825112107623318
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IEO_SAD_MD.wav,cremad,1002,sad,sad,SAD,sad,True,,154.0610798598741,55.097002687532175,75.39553563195015,247.47053768989375,0.0055079711601138115,0.33476394849785407
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IOM_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,326.2555004829881,47.23849303442471,243.73373097452907,405.02891033526925,0.06488235294818878,0.4142857142857143
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IOM_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,239.49814121628705,20.107754298543643,188.3443868221026,277.1777195151007,0.024017345160245895,0.3652173913043478
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IOM_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,201.50527039403104,35.656392403472935,75.069282419313,241.69636901832303,0.011882425285875797,0.6043478260869565
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IOM_SAD_XX.wav,cremad,1002,sad,sad,DISGUSTED,disgusted,False,,176.91093819997556,43.82462851123826,75.22901171141373,241.8158885776287,0.011534390971064568,0.44866920152091255
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITH_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,243.154765609129,58.104486533669515,179.62090751704736,386.8908277440944,0.02227647602558136,0.30689655172413793
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITH_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,281.7253410541735,83.64847408982877,86.82918107830817,470.314645102946,0.01876377873122692,0.36996336996337
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITH_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,188.2018148147467,66.37844632194775,78.61567242564512,288.1737610411213,0.00921816285699606,0.46963562753036436
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITH_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,184.7770995407056,50.75817423914642,75.24750284451031,281.76711046337454,0.007209413219243288,0.3148148148148148
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITS_ANG_XX.wav,cremad,1002,angry,angry,HAPPY,happy,False,,214.03583101390387,69.34488594060728,84.97806006390985,380.6025628587298,0.012726515531539917,0.27340823970037453
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITS_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,338.2954709983623,153.98338934589796,97.763432232184,598.4383711372826,0.017617683857679367,0.225
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITS_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,200.79181286247075,60.297446124172,97.11853268937958,300.1466913285558,0.010345851071178913,0.41304347826086957
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_ITS_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,182.01522730764893,75.4047087343173,75.46607499763483,347.6234578437332,0.006372209172695875,0.3038461538461538
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWL_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,261.2135463826154,83.29763455960612,169.389681726792,417.63663825687075,0.024469619616866112,0.41245136186770426
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWL_HAP_XX.wav,cremad,1002,happy,happy,DISGUSTED,disgusted,False,,238.55840633578572,103.18076627505032,74.99687526586041,571.3838087630427,0.015825709328055382,0.45936395759717313
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWL_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,216.3457638459663,55.434246327796274,76.51503163523319,285.3505182268838,0.010961439460515976,0.4807692307692308
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWL_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,202.81395588546135,44.67022756363258,74.95919259277461,257.08943834940663,0.00996073242276907,0.5205992509363296
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWW_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,341.2038770229939,132.9984175700813,181.11447608435904,587.5377143842464,0.02341289445757866,0.28270042194092826
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWW_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,291.69878385087435,113.12554996900866,177.94161489612395,579.5074594297171,0.02115064300596714,0.3333333333333333
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWW_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,228.21979238270555,55.50854608601823,92.07488440365549,318.79533699706377,0.010102137923240662,0.4008097165991903
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_IWW_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,193.4784807745437,45.55437939567001,75.66604437832011,282.36860417805065,0.007247428875416517,0.3605150214592275
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_MTI_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,205.8240755322528,19.426560067116256,116.95441195830121,259.5479521279948,0.017855163663625717,0.37777777777777777
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_MTI_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,307.6727946096469,67.49410985298009,200.9695408614358,484.39471179083705,0.026006659492850304,0.3688212927756654
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_MTI_NEU_XX.wav,cremad,1002,neutral,neutral,FEARFUL,fearful,False,,205.70674391325116,38.86111091216256,77.17985464586377,250.89694375803305,0.008823533542454243,0.4381625441696113
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_MTI_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,174.76294155724509,44.39772354154895,85.38680029436969,255.25438357857712,0.009024755097925663,0.3970037453183521
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TAI_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,463.63983500499495,30.69518248953821,410.247961301405,524.7566831334282,0.028543228283524513,0.2591093117408907
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TAI_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,313.8312024233038,73.39783360898643,157.76045887282746,509.6228694684108,0.027442723512649536,0.34
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TAI_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,204.33158005104795,59.53723026667148,77.91887455567058,277.95952104543125,0.010611535981297493,0.35384615384615387
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TAI_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,176.35211301667783,47.40997972197936,76.23343769911915,247.07228142890747,0.009039315395057201,0.4908424908424908
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TIE_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,351.72708303559057,66.10333324400185,229.47533885928019,544.3456373377852,0.07570069283246994,0.464
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TIE_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,300.26635763269866,53.8439031272137,194.80982120593575,397.15488719130906,0.055838484317064285,0.510548523206751
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TIE_SAD_XX.wav,cremad,1002,sad,sad,FEARFUL,fearful,False,,224.59877514295988,42.399127580592285,76.88119087116206,267.2109289309783,0.026256084442138672,0.4258064516129032
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TSI_ANG_XX.wav,cremad,1002,angry,angry,FEARFUL,fearful,False,,330.42885154447873,109.12870752717963,210.90159631424942,476.333351051276,0.02294808253645897,0.21666666666666667
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TSI_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,382.38201607845394,71.69682515646753,266.47391272588897,499.2884986010552,0.025369882583618164,0.225
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TSI_NEU_XX.wav,cremad,1002,neutral,neutral,SAD,sad,False,,206.84114684754618,63.162693206032394,75.52434870180797,276.5555522318803,0.010040362365543842,0.3133047210300429
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_TSI_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,178.9876924363068,57.17773150426353,86.10748715236821,263.60907235511826,0.006339989136904478,0.16455696202531644
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_WSI_ANG_XX.wav,cremad,1002,angry,angry,ANGRY,angry,True,,304.42539009445215,52.468417758777996,223.67757775897903,395.35278196143616,0.05632373318076134,0.4046692607003891
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_WSI_HAP_XX.wav,cremad,1002,happy,happy,HAPPY,happy,True,,286.00066659922186,119.18501298190989,107.67184426007202,498.31006252846026,0.019037457183003426,0.29304029304029305
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_WSI_NEU_XX.wav,cremad,1002,neutral,neutral,NEUTRAL,neutral,True,,207.4423803283334,62.841552117566614,94.5167250125878,296.15082832902823,0.010290431790053844,0.32916666666666666
G:\SpeechProcessing\CREMA-D\AudioWAV\1002_WSI_SAD_XX.wav,cremad,1002,sad,sad,SAD,sad,True,,158.75808870696176,72.6745175467375,87.22008146452964,321.1998917153919,0.007586663588881493,0.42962962962962964
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_DFA_ANG_XX.wav,cremad,1003,angry,angry,ANGRY,angry,True,,398.5271676841172,64.94460241906737,241.5666720411482,487.11877613898423,0.05840035155415535,0.29354838709677417
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_DFA_HAP_XX.wav,cremad,1003,happy,happy,HAPPY,happy,True,,240.18927262728266,50.80987831259194,94.81007242411846,295.1977953548177,0.018045898526906967,0.23839009287925697
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_DFA_NEU_XX.wav,cremad,1003,neutral,neutral,NEUTRAL,neutral,True,,192.266264318937,49.008701566507256,93.61234138291613,259.96924207623425,0.011148201301693916,0.309375
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_DFA_SAD_XX.wav,cremad,1003,sad,sad,SAD,sad,True,,190.94421941047185,43.284577609057166,75.50986788153836,237.54928502074293,0.006976102478802204,0.35962145110410093
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_IEO_ANG_HI.wav,cremad,1003,angry,angry,ANGRY,angry,True,,368.5918275656623,122.0355741738448,221.33483902343093,530.6408826931839,0.08359254151582718,0.34782608695652173
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_IEO_ANG_LO.wav,cremad,1003,angry,angry,ANGRY,angry,True,,284.89550515134033,17.35084793407351,244.27115160569585,317.36051801995075,0.03739544376730919,0.29910714285714285
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_IEO_ANG_MD.wav,cremad,1003,angry,angry,ANGRY,angry,True,,336.18014477701274,36.52112475970178,274.00775234477703,425.98312259328014,0.05317901819944382,0.3438735177865613
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_IEO_HAP_HI.wav,cremad,1003,happy,happy,HAPPY,happy,True,,187.71042090524176,54.3601203543472,95.28790513650401,315.61152488681023,0.014373987913131714,0.4009216589861751
G:\SpeechProcessing\CREMA-D\AudioWAV\1003_IEO_HAP_LO.wav,cremad,1003,happy,happy,HAPPY,happy,True,,182.4411848487945,76.54410149466656,77.90690058572852,356.28259382235194,0.009870230220258236,0.40772532188841204
